Faction,#,Rarity,Type,Name,Point Cost,Masts,Cargo,Base Move,Cannons,Link,Ability,Flavor Text,Treasure Values,SheetName,Set,Edits Log,"If you see something in this Master Spreadsheet that you know is incorrect, message me at any of the Pirates CSG community sites or a7xfanben@gmail.com.  Thanks!"
French,38,Common,Ship,Mercure,13.0,3.0,3.0,S+S,3L-2S-3L,,"Schooner. As part of a move action, this ship can initiate a boarding party against a ship up to S away from her, without having to ram. The boarded ship can't use any boarding bonuses.","Using the natural maneuverability of the schooner, the crew of Le Mercure board a ship before their target can prepare for battle.",,Rise of the Fiends,,,
American,39,Common,Ship,Gold Eagle,15.0,3.0,3.0,L,3L-3L-3L,,"Schooner. After this ship resolves a shoot action, she can move as a free action.","Like her namesake, the Gold Eagle swoops in for the attack and then quickly moves out of range—playing with her target like predator plays with its prey.",,Rise of the Fiends,,,
Pirate,40,Common,Ship,Black Arrow,12.0,2.0,3.0,S+S,3S-3S,,Schooner. This ship can't be shot at by ships within S of her.,"The crew of the Black Arrow close in quickly and confuse their enemies into missing with their cannons, while they attack.",,Rise of the Fiends,,,
French,41,Common,Ship,Glaive,9.0,2.0,4.0,L,3L-3L,,"Schooner. When this ship carries no cargo, she gets +S to her base move.","Small and light, Le Glaive cuts so easily though choppy seas that even when laden with gold she remains difficult to track.",,Rise of the Fiends,,,
American,42,Common,Ship,Fly,9.0,2.0,3.0,S+S,2S-3S,,Schooner. This ship can't be pinned.,"The crew of the Fly know that if they tack just right, they can't be pinned. They use that knowledge to tie up and confound larger ships.",,Rise of the Fiends,,,
Cursed,43,Common,Ship,Needle,10.0,2.0,2.0,S,3L-3L,,"If this ship ends her turn in a fog bank, on her next turn she can use her move action to move out of any other fog bank in play.",The Needle seems to appear and disappear like a specter into the fog. Sailors throughout the seas fear that she is nothing less than a nightmare come to the waking world.,,Rise of the Fiends,,,
English,44,Common,Ship,Sea King,6.0,2.0,2.0,L,3S-3L,,"You can double the range of this ship's cannons each turn, but you must roll a 6 to hit.","The Sea King is a training ship for English cannoneers. If they become proficient at making their guns shoot farther and more accurately, they are promoted to bigger ships of the line.",,Rise of the Fiends,,,
Spanish,45,Common,Ship,Bazana,8.0,2.0,3.0,S+S,3S-3S,,L-range cannons can't hit this ship.,"The crew of La Bazana prefer to sail slowly toward their enemy, then turn on a short burst of speed as they close to confound their enemy from targeting them.",,Rise of the Fiends,,,
French,46,Common,Ship,Sabre,9.0,2.0,3.0,L,2S-2S,,This ship gets +1 to her boarding rolls.,The crew of Le Sabre don't hesitate to draw their cutlasses when cannon fire isn't winning the fight.,,Rise of the Fiends,,,
American,47,Common,Ship,Argo,9.0,2.0,3.0,S+L,4L-4L,,This ship ignores terrain when she is given a move action (islands are not terrain).,"Armed with the latest navigational devices, the Argo has been tasked to sail the world mapping islands that America can use as ports of call.",,Rise of the Fiends,,,
American,48,Common,Ship,Hancock,11.0,2.0,3.0,L,2S-2S,,"If this ship wins a ram roll against a sea monster or titan, remove two segments instead of one.","Crewed by the best whalers from the north Atlantic, the Hancock is attempting to wipe out sea creatures under sway of the Cursed.",,Rise of the Fiends,,,
Cursed,49,Common,Ship,Grim Reaper,12.0,3.0,4.0,S+S,2S-2S-2S,,This ship gets +1 to her boarding rolls.,"When the Grim Reaper gets close enough to board, undead pour over her sides and onto the deck of her doomed target.",,Rise of the Fiends,,,
Cursed,50,Common,Ship,Crushed Skull,14.0,3.0,2.0,L,2S-2L-2S,,Ghost Ship.,"The Crushed Skull seems to appear from nowhere to destroy ships, terrorize crew, and do the bidding of El Fantasma himself.",,Rise of the Fiends,,,
English,51,Common,Ship,HMS Pride,10.0,3.0,3.0,L,3L-3L-3L,,"Once per turn, you can reroll any die roll you make for this ship; you must use the second die roll result.",Each morning the crew of HMS Pride come to attention and salute the raising of the Union Jack. They are convinced this patriotic ritual brings them luck.,,Rise of the Fiends,,,
Spanish,52,Common,Ship,Ventura,9.0,3.0,5.0,S,4S-2S-4S,,"Once per turn, this ship can look at one face-down cargo on any ship.",The crew of La Ventura allow other ships to do the dirty work of collecting gold. Then they take it for their own.,,Rise of the Fiends,,,
French,53,Common,Ship,Aquilon,11.0,3.0,2.0,S+S,3S-2S-3S,,This ship gets +1 to her boarding rolls. She gets +2 instead if her opponent is a sea monster.,"Fearing Cursed attacks, France has ordered L'Aquilon's harpooners to concentrate solely on sea creatures feeding near France.",,Rise of the Fiends,,,
American,54,Common,Ship,Lady Washington,8.0,3.0,3.0,L,2S-3S-4S,,"When touching a Pirate ship, this ship can load as much of that ship's treasure as she can carry.",The Lady Washington prefers to hunt pirates rather than the Cursed—they figure the living have more need for gold than the dead.,,Rise of the Fiends,,,
Cursed,55,Common,Crew,Devereaux,5.0,,,,,,"Hostile: Pirate, Loyal: Cursed. Once per turn, if this ship is touching another ship, reveal all treasure aboard the other ship. This ship can take as much unique treasure from the other ship as she can carry, even those that otherwise can't be removed.","Devereaux was always considered an outsider, obsessed with finding mystical items left by ancient gods. When his crew mutinied and left him for dead, he was saved by El Fantasma, who sent him in search of the most powerful artifacts ever created.",,Rise of the Fiends,,,
Pirate,56,Common,Crew,Calico Cat ,3.0,,,,,Lady Scorn,"Loyal: Pirate. Once per turn before you give this ship an action, roll a d6. On a 5 or 6, this ship can be given the same action twice.","The Calico Cat is the most powerful female pirate on the cursed seas. Afraid of nothing, she has single-handedly put down a variety of enemies, from mighty England to beasts from the depths. Nothing stands in her way, and she happily collects treasure from those she deems unworthy of possessing it.",,Rise of the Fiends,,,
Spanish,57,Common,Crew,Inquisitor  ,6.0,,,,,,"Hostile: Cursed, Loyal: Spain. If this ship succeeds at a boarding party, she can eliminate all of the other ship's crew.","The Inquisitor insists that all enemy ships be searched, and all Cursed crew put down before their ship is sunk. He shows no mercy to enemies of Spain, believing any threat a potential puppet of El Fantasma.",,Rise of the Fiends,,,
English,58,Common,Crew,Trevor Van Tyne,2.0,,,,,Hermione Gold,"Hostile: Cursed, Loyal: England. This ship gains one 3S cannon that can't have its range or cannon roll increased. It can shoot from any mast (even an eliminated mast).",Rumor has it that Van Tyne's soul was once owned by El Fantasma. But he fell in love with Hermione Gold when he saw her in battle against a sea beast attacking an English port. That love set him free and now he has joined the English in their fight against the Cursed.,,Rise of the Fiends,,,
English,59,Common,Crew,Hermione Gold,5.0,,,,,Trevor van Tyne,"Captain, Helmsman.","Conscripted to the English for acts of piracy, Hermione uses her tremendous skills as a captain and helmsman to keep her employers happy in their battle against those who oppose the Crown. But it is her knack for piracy (under the good Union Jack) that keeps the crew very, very happy.",,Rise of the Fiends,,,
American,60,Common,Crew,Ralph David,1.0,,,,,,"Hostile: Pirate, Eternal.","When word came to him that his new bride had been killed by Blackheart, something broke inside David. This long-standing “gentleman of the south” began to sell off his land to gather a personal fleet to rid the seas of pirates. His money ensures he always has a ship ready and willing to go to “war.”",,Rise of the Fiends,,,
Cursed,061a,Common,Crew,Merrow,2.0,,,,,,"Loyal: Cursed. If any crew on this ship with point cost 4 or less would be eliminated, eliminate this crew instead.","These evil fish-men are rumored to be the souls of the mutinous brought back to life by El Fantasma, freed from an ancient temple below the sea.",,Rise of the Fiends,,,
Pirate,061b,Common,Crew,Crimson Angel,3.0,,,,,,Crew of any nationality can use their abilities on this ship.,The Crimson Angel once served alongside the Calico Cat. But her obsession with the Cursed led to her taking on her own ship and a quest to find artifacts to stop them.,,Rise of the Fiends,,,
Spanish,062a,Common,Crew,Dominic Freda,4.0,,,,,,Explorer. This ship gets +1 cargo spaces. This crew takes up no cargo space.,"Italian by birth and a merchant by trade, Dominic was recruited to open up new ports, establish new trade routes, and discover pockets of gold hidden in the jungles of newly discovered islands.",,Rise of the Fiends,,,
English,062b,Common,Crew,Griffin,5.0,,,,,,"As part of a move action, this ship can initiate a boarding party against a ship up to S away from her, without having to ram. The boarded ship can't use any boarding bonuses.","Griffin has been said to be English royalty, an illegitimate son sent to die at sea, and a pirate in hiding. Griffin maintains his silence and lets his sword do the talking.",,Rise of the Fiends,,,
French,063a,Common,Crew,Capitaine Arazure,6.0,,,,,,"Loyal: France, Captain. Once per turn, you can eliminate one of this ship's crew to give her an extra action.","Only French men and women of noble blood are safe from the cannons and swords of Arazure's fleet. Everyone else, including his own crew, must fear him. Those not flying the tri-colors are obvious enemies, as are those who fly them without honoring France.",,Rise of the Fiends,,,
American,063b,Common,Crew,Gus Schultz,2.0,,,,,,Eternal.,Gus Schultz seems to pop up whenever a docked ship prepares to go out to sea. Sailors claim that you can go to the log of any American ship at any time and see the name Gus Schultz on her rolls.,,Rise of the Fiends,,,
UT,64,Rare,Treasure,Voodoo Doll,,,,,,,"At the beginning of each of your turns, choose a non-Cursed enemy crew and roll a d6. On a result of 5 or 6, turn that crew face down; it can't use its abilities on its next turn.",,"6,5,4,3,3,2,2,1,1",Rise of the Fiends,,,
UT,65,Rare,Treasure,Barrel o' Monkeys,,,,,,,"When this ship leaves a wild island, randomly choose one of her treasures and put it face down on that island. When this ship touches another ship, randomly choose one of this ship's treasures and put it face down on the other ship; eliminate the treasure instead if the other ship's cargo is full.","The captain had given explicit orders not to open the mysterious barrel under any circumstances, but the night watchman was so intrigued by the strange sounds emanating from within that he couldn't resist taking a peek. The next thing he knew the deck was crawling with enraged monkeys, hell-bent on a single goal: escape from the ship at any cost. It took nearly a week to clean up the mess, and only then did the crew realize how much of their plunder had disappeared along with the wretched creatures.","6,5,4,3,3,2,2,1,1",Rise of the Fiends,,,
UT,66,Rare,Treasure,Blood Money,,,,,,,"Instead of loading Blood Money, put it face-up on the wild island. Then reveal all treasure on the island. Each time a ship loads a non-unique treasure from the island, eliminate a crew on that ship that has a point value equal to or greater than the value of that treasure. Eliminate Blood Money when there is no non-unique treasure on the island. Spanish ships are not affected by Blood Money.",,"6,5,4,3,3,2,2,1,1",Rise of the Fiends,,,
UT,67,Rare,Treasure,Cursed Natives,,,,,,,"When revealed, roll a d6. On a result of 1–3, eliminate the crew on this ship that has the lowest point value; on a 4–6, eliminate the crew that has the highest point value. Then this ship can load one more treasure (only). Then put Cursed Natives face down on the island; this ship must leave the island on your next turn. Cursed ships and crew are not affected by Cursed Natives.",,"6,5,4,3,3,2,2,1,1",Rise of the Fiends,,,
Cursed,68,Rare,Crew/T,Captain,3.0,,,,,,Captain.,,"1,1,2,2,3,3,4,5,6",Rise of the Fiends,,,
Pirate,69,Rare,Crew/T,Captain,3.0,,,,,,Captain.,,"1,1,2,2,3,3,4,5,6",Rise of the Fiends,,,
English,70,Rare,Crew/T,Captain,3.0,,,,,,Captain.,,"1,1,2,2,3,3,4,5,6",Rise of the Fiends,,,
Spanish,71,Rare,Crew/T,Silver Explorer,3.0,,,,,,This ship can dock and explore a wild island using the same move action. Any treasure coin printed with a silver number that this ship unloads at your home island is worth +1 gold.,,"1,1,2,2,3,3,4,5,6",Rise of the Fiends,,,
Spanish,72,Uncommon,Crew/T,Captain,3.0,,,,,,Captain.,,"1,1,2,2,3,3,3,4,5",Rise of the Fiends,,,
French,73,Uncommon,Crew/T,Captain,3.0,,,,,,Captain.,,"1,1,2,2,3,3,3,4,5",Rise of the Fiends,,,
American,74,Uncommon,Crew/T,Captain,3.0,,,,,,Captain.,,"1,1,2,2,3,3,3,4,5",Rise of the Fiends,,,
Cursed,75,Uncommon,Crew/T,Helmsman,2.0,,,,,,Helmsman.,,"1,1,2,2,3,3,3,4,5",Rise of the Fiends,,,
Pirate,76,Uncommon,Crew/T,Helmsman,2.0,,,,,,Helmsman.,,"1,1,2,2,3,3,3,4,5",Rise of the Fiends,,,
English,77,Uncommon,Crew/T,Helmsman,2.0,,,,,,Helmsman.,,"1,1,2,2,3,3,3,4,5",Rise of the Fiends,,,
Spanish,78,Common,Crew/T,Helmsman,2.0,,,,,,Helmsman.,,"1,1,1,2,2,3,3,4,5",Rise of the Fiends,,,
French,79,Common,Crew/T,Helmsman,2.0,,,,,,Helmsman.,,"1,1,1,2,2,3,3,4,5",Rise of the Fiends,,,
American,80,Common,Crew/T,Helmsman,2.0,,,,,,Helmsman.,,"1,1,1,2,2,3,3,4,5",Rise of the Fiends,,,
Cursed,81,Common,Crew/T,Explorer,1.0,,,,,,Explorer.  ,,"1,1,1,2,2,3,3,4,5",Rise of the Fiends,,,
Pirate,82,Common,Crew/T,Explorer,1.0,,,,,,Explorer.  ,,"1,1,1,2,2,3,3,4,5",Rise of the Fiends,,,
English,83,Common,Crew/T,Explorer,1.0,,,,,,Explorer.  ,,"1,1,1,2,2,3,3,4,5",Rise of the Fiends,,,
Spanish,84,Common,Crew/T,Explorer,1.0,,,,,,Explorer.  ,,"1,1,1,2,2,3,3,4,5",Rise of the Fiends,,,
French,85,Common,Crew/T,Explorer,1.0,,,,,,Explorer.  ,,"1,1,1,2,2,3,3,4,5",Rise of the Fiends,,,
American,86,Common,Crew/T,Explorer,1.0,,,,,,Explorer.  ,,"1,1,1,2,2,3,3,4,5",Rise of the Fiends,,,
Pirate,87,Super Rare,Ship,Crusher,12.0,3.0,4.0,L,3S-3L-3L,,Scorpion.,"A group of shipwrecked pirates stole a ship to escape their island prison, not realizing it was a secret Cursed vessel. Taking it to Captain Mysion's pirate “kingdom,” they received a hero's welcome.",,Rise of the Fiends,,,
Pirate,88,Super Rare,Ship,Doombox,7.0,1.0,0.0,T,3S-3S-3S-3S,,Flotilla. Printed cannon ranges are doubled.,The Doombox was stolen by Captain Mysion from an English port before it ever went to sea. Before every raid he has his name inscribed on every cannon ball to be rained upon the enemy.,,Rise of the Fiends,,,
Pirate,89,Super Rare,Crew,Captain Mysion,4.0,,,,,,"Loyal: Pirate, Captain, Parley.","The self-proclaimed King of Pirates is either a genius or a buffoon, depending on which side you are on. Though many of his actions are inexplicable, they seem to work out for him in the end. And when it's all said and done he lords over the only defensive pirate haven in the world.",,Rise of the Fiends,,,
Pirate,90,Super Rare,Crew,Silver Explorer,3.0,,,,,,This ship can dock and explore a wild island using the same move action. Any treasure coin printed with a silver number that this ship unloads at your home island is worth +1 gold.,,"1,2,2,3,3,4,4,5,6",Rise of the Fiends,,,
American,93,SE,Ship,USS Mercury,12.0,3.0,3.0,S+L,3L-3L-3L,,Windcatcher. This ship ignores terrain.,"The fastest ship in the Pacific, the USS Mercury sails from island to island mapping and investigating the movement of the other nations. She always keeps a spyglass out, ready to warn the U.S. of imminent sneak attacks by the Cursed.",,Rise of the Fiends,,,
English,94,SE,Ship,Polaris,15.0,3.0,3.0,L,3S-3L-3S,,"Double Catamaran. After this ship resolves a shoot action, she can move as a free action.","Having secured the best trade passages, the English are not content with current technology. The recently conceived Polaris is proof of England's shipwright superiority.",,Rise of the Fiends,,,
Cursed,96,SE,Ship,Terrox,23.0,8.0,0.0,S+S,4S-3S-3S-4S-4S-3S-3S-4S,,"Octopus, Eternal","Like Raptor Maw, Terrox seems to answer to the whims of El Fantasma. The Hag of Tortuga believes Terrox to be the oldest living creature on the planet, pointing to scars from its battles with prehistoric beasts—from which it emerged victorious.",,Rise of the Fiends,,,
Cursed,98,SE,Ship,Grinder,12.0,3.0,4.0,S+L,2L-2L-2L,,Turbine. This ship cannot be pinned.,"El Fantasma wanted a ship where he could productively assign those not fully “committed” to his cause. Rowing wasn't punishment enough, so he concocted a series of turbines deep in the bowels of the ship's hull, powered by his “guests.”",,Rise of the Fiends,,,
English,100,SE,Ship,HMS Forge,13.0,4.0,4.0,L,2S-2L-3L-3S,,This ship ignores the first hit she takes each turn as long as she has all of her masts.,"Reinforced with special metal bands that criss-cross the interior of the hull, the HMS Forge is one of the toughest ships England has ever produced, and her sea record of never taking water is legendary.",,Rise of the Fiends,,,
Pirate,101,SE,Ship,Rusty Harpoon,12.0,4.0,3.0,L,3S-3S-3S-3S,,This ship gets +1 to her boarding rolls. This ship gets +1 to her cannons rolls against sea creatures.,"The crew of the Rusty Harpoon love to hang the heads of sea creatures they kill from their bow. After a few days in the salt and sun, this practice has the side benefit of overwhelming the ship's enemies through sheer stench.",,Rise of the Fiends,,,
Cursed,102,SE,Ship,Hades' Realm,13.0,4.0,4.0,S,3S-3S-3S-3S,,"If this ship has a crew with the Captain keyword, she gets +L to her base move.","Slow and seemingly barely afloat, the Hades' Realm looks more like a joke than a harbinger of death. Yet she sails on, leaving blood in the water and screams in the air.",,Rise of the Fiends,,,
Spanish,103,SE,Ship,Isabela,12.0,4.0,5.0,S,3S-3L-3L-3S,,One of this ship's treasures is worth +2 gold when unloaded at your home island.,The crew of the Isabella know that they are judged only by how much plunder they bring back to Spain—not on the ships they sink or the lands they explore. So they make sure they have a full hold whenever they dock.,,Rise of the Fiends,,,
Pirate,200,LE,Ship,Fool's Hope,14.0,5.0,3.0,L,3S-3S-3S-3S-3S,Blackheart,"Once per turn, roll a d6. On a 5 or 6, this ship can be given an extra action.","When Blackheart pillaged his first ship, her captain told him that a life of piracy was for fools. That misguided sentiment has become his mantra to those who doubt him.",,Rise of the Fiends,,,
English,201,LE,Ship,HMS Apollo,14.0,5.0,4.0,S+S,2S-3L-3L-3L-2S,Thomas Gunn,"Once per turn, you can reroll any die roll you make for this ship; you must use the second die roll result.",The crew of HMS Apollo were hand picked by Gunn himself. To a man they consider it both an honor and an obligation to perform in all ways befitting English sailors and gentlemen.,,Rise of the Fiends,,,
Spanish,202,LE,Ship,San Cristobal,15.0,5.0,5.0,S+S,3S-3L-3L-3L-3S,Victor de Alva,"Once per turn before you give this ship an action, roll a d6. On a 5 or 6, this ship can be given the same action twice.","The flagship for the Spanish fleet, the San Cristobal has maintained the dignity of her captain, de Alva; the power of the Spanish Crown; and the righteousness of her patron, St. Christopher.",,Rise of the Fiends,,,
Pirate,203,LE,Ship,Weasel,5.0,1.0,3.0,S,4S,,"Once per turn, this ship can look at one face-down cargo on any ship.","While in port pillaging, the crew like to sneak looks at the dock logs to see which other ships have yet to unload their cargo.",,Rise of the Fiends,,,
English,204,LE,Ship,HMS Stingray,7.0,1.0,2.0,S,2S,,"When this ship hits an enemy ship, you can also eliminate one cargo from that ship.",The crew of HMS Stingray hit pirates where it hurts the most: in their cargo holds.,,Rise of the Fiends,,,
Spanish,205,LE,Ship,Halcon,6.0,1.0,3.0,L,3S,,"Once per turn, this ship can move S after unloading cargo.","The speedy get the spoils, and so the crew of the Halcon always try to head back to sea as quickly as possible.",,Rise of the Fiends,,,
Pirate,206,LE,Crew,Crimson Angel,6.0,,,,,,Captain. Crew of any nationality can use their abilities on this ship.,"Rumors persist that the Crimson Angel lost a love to the Cursed, and for that she does all she can to destroy El Fantasma. This obsession caused a rift between her and Calico Cat that led the Angel to captain her own ship—conveniently stolen from the French in New Orleans.",,Rise of the Fiends,,,
English,207,LE,Crew,Griffin,7.0,,,,,,"If this ship has a crew with the Captain keyword, she gets +1 to her cannon rolls and +S to her base move.","Griffin's iron mask might scare those not used to seeing worse things on the seas, but to his crew he is both a leader and an inspiration. English sailors have requested to travel with him as he goes about his business. Asking him just what that business is receives only a cold stare in reply.",,Rise of the Fiends,,,
Spanish,208,LE,Crew,Dominic Freda,4.0,,,,,,Explorer. One of this ship's treasures is worth +2 gold when unloaded at your home island.,"Because the gold and wealth of the New World flowed into the royal coffers of Spain—not Rome—Dominic Freda pledged his talents of exploration and shipping to them. So far all of his plans have worked to perfection, making him a very rich man.",,Rise of the Fiends,,,
,209,LE,Treasure,Death's Doll,,,,,,,"At the beginning of each of your turns, choose an enemy crew and roll a d6. On a result of 5 or 6, turn that crew face down; it can't use its abilities on its next turn.",,"6,5,4,3,3,2,2,1,1",Rise of the Fiends,,,
,210,LE,Treasure,Bloody Gold,,,,,,,"Instead of loading Bloody Gold, put it face-up on the wild island. Then reveal all treasure on the island. Each time a ship loads a non-unique treasure from the island, eliminate a crew on that ship that has a point value equal to or greater than the value of that treasure. Eliminate Bloody Gold when there is no non-unique treasure on the island.",,"6,5,4,3,3,2,2,1,1",Rise of the Fiends,,,
,211,LE,Treasure,Savage Natives,,,,,,,"When revealed, roll a d6. On a result of 1–3, eliminate the crew on this ship that has the lowest point value; on a 4–6, eliminate the crew that has the highest point value. Then this ship can load one more treasure (only). Then put Savage Natives face down on the island; this ship must leave the island on your next turn.",,"6,5,4,3,3,2,2,1,1",Rise of the Fiends,,,
Cursed,300,LE,Ship,Specter,21.0,5.0,4.0,L,4S-3S-3S-3S-4S,,"Fear. After this ship moves, she can look at all treasure on all islands and ships within L of her.",The Specter arrives with a glow that sends a chill down the back of any sailor intelligent enough to fear the fiends commanded by El Fantasma.,,Rise of the Fiends,,,
Cursed,SE01a,SE,Ship,Delusion,35.0,10.0,7.0,L,4S-4L-3L-3L-3L-4L-3S-4S-3S-3S,Fitzgerald,Eternal. Filching Gold. Ghost Ship. Junk. Unholy Light.,"Captained by Fitzgerald, who was stabbed in the back by Blackheart for a gold medallion and left to die, and crewed by pirates killed for their treasure by their own former crewmen, the Delusion haunts the seas searching for the gold that was stolen from her in life. A glowing mirage on even the most moonless waves, the Delusion tricks greedy sailors into believing that piles of ""glowing gold"" await just over the horizon. But this ""delusion"" only means that their lives and treasure become the eternal property of the damned.",,Rise of the Fiends,,,
Cursed,SE01b,SE,Crew,Fitzgerald,5.0,,,,,Delusion,Hoarding Gold.,,,Rise of the Fiends,,,
,I01,Common,Island,Island / Iceberg,,,,,,,,,,Rise of the Fiends,,,
,I02,Common,Island,Island / Iceberg,,,,,,,,,,Rise of the Fiends,,,
,I03,Common,Island,Island / Whirlpool,,,,,,,,,,Rise of the Fiends,,,
,I04,Common,Island,Island / Whirlpool,,,,,,,,,,Rise of the Fiends,,,
,I05,Common,Island,Island / Fog Bank,,,,,,,,,,Rise of the Fiends,,,
,I06,Common,Island,Island / Fog Bank,,,,,,,,,,Rise of the Fiends,,,
,I07,Common,Island,Island / Fog Bank,,,,,,,,,,Rise of the Fiends,,,
,I08,Common,Island,Island / Fog Bank,,,,,,,,,,Rise of the Fiends,,,
,I09,Common,Island,Island / Reef,,,,,,,,,,Rise of the Fiends,,,
,I10,Common,Island,Island / Reef,,,,,,,,,,Rise of the Fiends,,,
,I11,Common,Island,Island / Sargasso Sea,,,,,,,,,,Rise of the Fiends,,,
,I12,Common,Island,Island / Sargasso Sea,,,,,,,,,,Rise of the Fiends,,,
,I13,Common,Island,Island / Whirlpool,,,,,,,,,,Rise of the Fiends,,,
,I14,Common,Island,Island / Whirlpool,,,,,,,,,,Rise of the Fiends,,,
,I15,Common,Island,Island / Whirlpool,,,,,,,,,,Rise of the Fiends,,,
,I16,Common,Island,Island / Whirlpool,,,,,,,,,,Rise of the Fiends,,,
Pirate,S01,Rare,Story,"Sean ""Cannonball"" Gallows",,,,,,,,"The morning sun was just breaking the horizon, and “Cannonball” Gallows watched it while standing at the bow of his new ship. Even after two days at sea, he couldn't recall the ship's name. “Serves them right for just leaving her at the end of the dock all unprotected,” he chuckled to himself. 

The sea was his life, his home. He was born on it, his mother the famous pirate Genny Gallows, who gave birth to him while ransacking an English trade ship. He grew up with the sea wind blowing, the ship creaking and sea spraying. His mother taught him at an early age that the sea picks no favorites and judges none. There are no laws by kings or presidents or society out here—only freedom. And he loved freedom. 

“Cap'n, ship off the starboard. French by her flag, I reckon.”

“Let her sail,” Cannonball called. “I'll bet she's just leaving the same port we found this lovely ship at, and she'll be empty.”

“Aye, Cap, where should we sail?”

Cannonball recalled then that freedom also meant another thing. “To adventure, Helmsman McInelly. Let's head south; I have it on good authority from a drunken wench that there be gold on the islands down that way.”

Cannonball smiled as the ship began to tack into the wind.",,Rise of the Fiends,,,
Cursed,S02,Rare,Story,El Fantasma,,,,,,,,"Rain pounded the deck of the Bloody Blade. Though a torrent of water seethed around them, El Fantasma's crew were oblivious to it; their eyes could focus only on their captain, who stood in front of an altar at the bow of the ship. Fantasma raised his cutlass, a pitiless weapon made from coral and bone, and brought it down. The captive woman screamed once and then lay still, blood pouring from her stomach and flowing with the rainwater down the deck.

“Great Terrox, come claim your prize,” Fantasma said, his voice the sound of the waves themselves. A groan emanated from beneath the water. For a moment, there was nothing but the sound of rain and the waves. Then a giant tentacle emerged from the deep; slipped around the woman with a wet, sucking sound; and dragged her below the water.

Fantasma called out in a strange and horrible tongue, the words unknown to but a few scholars and even fewer followers of ancient darkness. This time, several tentacles writhed out of the depths to await further instruction. “Tonight,” Fantasma said to his crew, “we hunt.”",,Rise of the Fiends,,,
Pirate,S03,Rare,Story,Blackheart,,,,,,,,"“Now tell me,” Blackheart said, his voice a low growl barely audible above the creaking in the ship's hold. “Tell me where you buried De La Cruz' gold.”

“Never!” Sunderland yelled, not quite believing his own feeble reply.

Blackheart shook his shaggy head, and beneath his grizzled beard cracked a smile like a broken dinner plate. He picked up a small chest and placed it on the barrel next to Sunderland, opening it so that the prone Englishman could see its contents. Blackheart extracted a pair of wicked metal implements with seemingly unnecessary blades and teeth.

“I think ye'll change your mind,” Blackheart said. Sunderland's screams tore through the night, startling the men on watch who looked at each other nervously. Each time the shrieking began again, the helmsman took a drink of rum. An hour later, when Blackheart emerged from the hold, the helmsman could barely stand.

“Here's yer new heading,” Blackheart said, dropping a rough map on the deck, drawn in blood on a torn bandage. “Make for that island as if Hell itself were on yer heels.”",,Rise of the Fiends,,,
American,S04,Rare,Story,Ralph David,,,,,,,,"The bayou's stink rode through New Orleans like a Hessian mercenary, rough and dangerous. A woman tumbled out of an alley stuffing coins into her skirt, and somewhere a fish seller called out his goods. David kept his head down; his clothes marked him as a target, and he wanted to avoid as much unwanted attention as possible. 

His contact was easy to find, a tall Creole man standing at the appointed corner. He recognized David first and whisked him away. “You've brought it, den?” the Creole asked.

“Let's see the ship first,” David said. The Creole led him to a dock behind a warehouse that reeked of preserved fish. She rode high on the water, her cargo hold empty. David counted 20 cannons on her port side alone.

“Satisfied?” the Creole asked. David froze as he felt steel press into his back and a pistol cocking. In a flash, he turned and in one fluid motion knocked the gun from the Creole's hand and sent his boot down on the larger man's suddenly empty fingers, breaking them.

“It's a start,” David said, as he placed a sack of coins in the Creole's broken hand.",,Rise of the Fiends,,,
English,S05,Rare,Story,Thomas Gunn,,,,,,,,"“That age and 'e's made cap'n and given a ship of 'is own?” Stonebottom Mike spat and looked across the deck of the ship at fresh, young, handsome Captain Gunn. 

“I 'eard 'is daddy called in some favors to git him set up nice 'n pretty wit' dis tub,” bald, old John-John said conspiratorially. “S'likely we won't be seein' no action—and no money—on this hitch.” John-John looked up to see Captain Gunn walking over.

“Men!” The two salties snapped to. “We're to set sail in the morning and make our way south. There have been reports of pirates in the area and it's our duty and pleasure to hunt them down in the name of the Crown.” He smiled and looked each man in their bloodshot eyes. “For now, though, see that each man gets an extra ration of rum tonight,” he clasped Stonebottom Mike on the shoulder, “and I wouldn't be too upset if the two of you took a bit more than your share . . . just be ready to sail in the morning.”

John-John looked over at his mate and smiled a broad, snaggletooth smile as the captain walked away.",,Rise of the Fiends,,,
Spanish,S06,Rare,Story,Luis Zuan,,,,,,,,"Capitan Luis Zuan was unaccustomed to fancy dinners, but as his legend in the Spanish navy spread he found he was invited to more and more of them. He preferred the feel of a rocking ship beneath him, but he could handle the occasional solidity of a ballroom floor if it meant advancing his career and making a bigger name for himself.

“Capitan Zuan?” A woman's voice broke his thoughts and he turned to see a short but well-proportioned girl, no more than 20, standing in front of him. She wore a beautiful ruffled yellow dress that complemented her form and dark skin perfectly.

“I am,” he responded, stroking his beard. He couldn't help but stare . . . he'd been at sea for so long. “How may I be of service?” 

“You can die!” she said and her eyes burned as she threw her drink in his face. The wine splashed and stained his fine ruffles and ran down his face to drip off his pointed beard. “You and your whole family, especially those damn pirate uncles of yours, can die!” she smashed her now-empty glass on the floor. 

Capitan Zuan turned and walked off, leaving the girl cursing his name behind him. One day, he swore, people would remember his family name for his deeds—not those of his cursed uncles.",,Rise of the Fiends,,,
